Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.2,2.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1977.0,1977.0,partial,2980.0,NA,0.27,1:18000,15.0,μm,8.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (152.77 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.2.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,45,45.0,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0902,0.0714,0.1149,NA,NA,NA,NA,NA,0.377,0.273,NA,0.465,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.163
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.2,2.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1977.0,1977.0,partial,2980.0,NA,0.27,1:18000,15.0,μm,8.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (152.77 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.2.2,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,36,36.0,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0902,0.0714,0.1149,NA,NA,NA,NA,NA,0.371,0.276,NA,0.462,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.163
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.2,2.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1977.0,1977.0,partial,2980.0,NA,0.27,1:18000,15.0,μm,8.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (152.77 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.2.3,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,27,27.0,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0902,0.0714,0.1149,NA,NA,NA,NA,NA,0.405,0.282,NA,0.494,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.163
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.2,2.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1977.0,1977.0,partial,2980.0,NA,0.27,1:18000,15.0,μm,8.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (152.77 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.2.4,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,18,18.0,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0902,0.0714,0.1149,NA,NA,NA,NA,NA,0.478,0.299,NA,0.564,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.163
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.2,2.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1977.0,1977.0,partial,2980.0,NA,0.27,1:18000,15.0,μm,8.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (152.77 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.2.5,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,9,9.0,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0902,0.0714,0.1149,NA,NA,NA,NA,NA,0.618,0.334,NA,0.702,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.163
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.1,1.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1956.0,1956.0,partial,5650.0,NA,0.7,1:33000,21.0,μm,4.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (153.01 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.1.4,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,18,18.0,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0923,0.0738,0.1173,NA,NA,NA,NA,NA,1.555,1.344,NA,2.055,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.167
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.1,1.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1956.0,1956.0,partial,5650.0,NA,0.7,1:33000,21.0,μm,4.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (153.01 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.1.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,45,45.0,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0923,0.0738,0.1173,NA,NA,NA,NA,NA,1.438,1.33,NA,1.959,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.167
Q3DHRVLE,Livia,"Aguilar et al. 2013, The Photogrammetric Record (Q3DHRVLE)",2013,Aguilar et al.,Accuracy Assessment of Commercial Self-Calibrating Bundle Adjustment Routines Applied to Archival Aerial Photography,The Photogrammetric Record,10.1111/j.1477-9730.2012.00704.x,37.1772,37.1941,1.823,1.81,9.0,Spain,"Almería (Spain), coastal fringe, the areas is ~11 km long and 775m wide",Aerial,Processing,Methodology,yes,Accuracy assessment of self calibraiton of bundle adjustment and Coastal areas application,NA,NA,Q3DHRVLE.1,1.0,Aerial,Spain,unclear,Network of Environmental Information of Andalusia (REDIAM),American flight,NA,1956.0,1956.0,partial,5650.0,NA,0.7,1:33000,21.0,μm,4.0,NA,NA,NA,camera format 230x230. 60% forward overlap and 30% lateral. photogrammetric scanner. principal distance (153.01 mm),yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.1,yes,yes,yes,"rotation, pp image center, fiducial detection (manually in CAD)","fiducial detection, pp to center, rotation",NA,geometric,"principal point set to 0, image coordinates of the fiducial marks measured in CAD after rotation",Five self-calibrating bundle adjustment models were tested using a variable number of GCPs,NA,3D (point cloud/DEM),NA,NA,NA,Q3DHRVLE.1.2,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,36,36.0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,CPs,CPs,dGPS,point-based,0.0923,0.0738,0.1173,NA,NA,NA,NA,NA,1.431,1.29,NA,1.927,RMSE,NA,"accuracy computed as weighted average of x, y, z accuracy of dGPS + photo points from 2009 survey",0.167
LRT6Z88R,Livia,"Altmann et al. 2020, Water (LRT6Z88R)",2020,Altmann et al.,"Long-Term Changes of Morphodynamics on Little Ice Age Lateral Moraines and the Resulting Sediment Transfer into Mountain Streams in the Upper Kauner Valley, Austria",Water,10.3390/w12123375,46.8783,46.8844,10.7444,10.7452,26.0,Austria,"Kaunertal, Austria. Two study sites, alpine catchment. Area from 0.03 -0.08 km2. This is the area of the study site, but the area covered by the historical images is much larger. The latter is reported as an area",Aerial,Application,Geomorphology,yes,Lateral moraine,NA,NA,LRT6Z88R.1,1.0,Aerial,Austria,no,Office of the Tyrolean Government,NA,NA,1970.0,1970.0,given,8665.0,absolute,0.19,NA,12.0,μm,26.0,NA,Wild RC5,scanned prints,"images in TIFF format, GCPs coordinates extracted from ALS point cloud",yes,SfM+MVS,Agisoft Metashape Professional,1.5.5,yes,yes,yes,"resize, masking (black border)","resize, masking (black border)",NA,geometric,resize images from the same camera and mask black border,Workflow: Pre-processing; enter calibrated focal length and fiducial marks position automatically detected; camera orientation; GCPs; camera optimization; dense matching and orthorectification. Joint orientation of the 1970 and 1971 images and separatly the dense matching. ,NA,3D (point cloud/DEM),NA,1.0,NA,LRT6Z88R.1.1,ALS DEM,ALS DEM,area-based,NA,NA,NA,NA,NA,NA,58,58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALS-DEM,ALS-DEM,ALS,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.284,NA,NA,0.492,RMSE,"point cloud Noise filtering & Coregistration  (ICP stable terrain), 3D Change detection","weighted average of RMSE for sites G1, G2; GCPs from counting points in study area figure",NA
LRT6Z88R,Livia,"Altmann et al. 2020, Water (LRT6Z88R)",2020,Altmann et al.,"Long-Term Changes of Morphodynamics on Little Ice Age Lateral Moraines and the Resulting Sediment Transfer into Mountain Streams in the Upper Kauner Valley, Austria",Water,10.3390/w12123375,46.8783,46.8844,10.7444,10.7452,26.0,Austria,"Kaunertal, Austria. Two study sites, alpine catchment. Area from 0.03 -0.08 km2. This is the area of the study site, but the area covered by the historical images is much larger. The latter is reported as an area",Aerial,Application,Geomorphology,yes,Lateral moraine,NA,NA,LRT6Z88R.2,2.0,Aerial,Austria,no,Office of the Tyrolean Government,NA,NA,1971.0,1971.0,given,5025.0,absolute,0.17,NA,12.0,μm,31.0,NA,Wild RC8,scanned prints,"images in TIFF format, GCPs coordinates extracted from ALS point cloud",yes,SfM+MVS,Agisoft Metashape Professional,1.5.5,yes,yes,yes,"resize, masking (black border)","resize, masking (black border)",NA,geometric,resize images from the same camera and mask black border,NA,NA,3D (point cloud/DEM),NA,1.0,NA,LRT6Z88R.2.1,ALS DEM,ALS DEM,area-based,NA,NA,NA,NA,NA,NA,55,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALS-DEM,ALS-DEM,ALS,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,NA,0.327,RMSE,"point cloud Noise filtering & Coregistration  (ICP stable terrain), 3D Change detection",RMSE for site W1; GCPs from counting points in study area figure,NA
BRUFB85A,Melanie,"Anantha Padmanabha et al. 2014, ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences (BRUFB85A)",2014,Anantha Padmanabha et al.,Photogrammetric processing of hexagon stereo data for change detection studies,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",10.5194/isprsannals-II-8-151-2014,73.418,74.857,14.738,16.168,17862.0,India,"Western Ghats, India (Extent on Map Image given, coordinates accordingly derived from Google Maps)",Satellite,Both,Geomorphology,yes,some nice and short infos on Corona and Hexagon Programs + RSM/RFM,NA,NA,BRUFB85A.1,1.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1973.0,1973.0,partial,NA,NA,6,NA,NA,NA,2.0,Hexagon (KH-9),NA,NA,"stereo pair of Hexagon KH9 from 19.11.1973, camera specs by hypothesis according to Surazakov and Aizen (2010)",yes,Photogrammetric,Inpho,5.7,yes,yes,not specified,NA,NA,NA,NA,NA,Cartosat-1 scene served as reference for EOP of Hexagon images; RFM and RSM workflows conducted for comparision; results from RSM-workflow used in spreadsheet (best results): IOP restored on hypothesis from Suk. & Aizen (2010),"Surazakov and Aizen 2010, Photogrammetric Engineering & Remote Sensing (QUZPQPWA)",2D (orthophoto),6.0,50.0,"both, gridded DEM (50m res) and orthoimage (6m res) were generated but desired ""product"" was orthoimage for change detection (detect water bodies)",BRUFB85A.1.1,Cartosat-1 orthoimage,Cartosat DEM,area-based,NA,NA,NA,NA,NA,NA,50,50.0,2.5,2.3,5.0,NA,NA,6.045,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,Cartosat-1,area-based,NA,NA,NA,NA,NA,NA,2.5,2.3,5.0,NA,NA,6.045,RMSE,NA,NA,NA
PQ3Q9H6A,Melanie,"Andreassen et al. 2020, Journal of Glaciology (PQ3Q9H6A)",2020,Andreassen et al.,"Glacier change in Norway since the 1960s - An overview of mass balance, area, length and surface elevation changes",Journal of Glaciology,10.1017/jog.2020.10,61.30598,62.02036,5.4963,8.18795,817.0,Norway,Jostedalsbreen and Jotunheimen,Aerial,Both,Glaciology,yes,"Glacier change (Norway) - mass balance, area, length, elevation",NA,NA,PQ3Q9H6A.1,1.0,Aerial,Norway,unclear,Norwegian Mapping Authorities,NA,NA,1966.0,1966.0,given,NA,NA,0.5,1:30000,NA,NA,52.0,NA,NA,NA,the authors used maps generated from aerial photographs of several regions and years but used only one dataset (1966) for self-processing (DEM -> Orthophoto),yes,Photogrammetric,Intergraph IMAGINE Photogrammetry (routine eATE - enhanced automatic terrain extraction),NA,yes,yes,no,NA,NA,NA,NA,NA,NA,"Magnússon et al. 2016, The Cryosphere (F6IX3QIF)",3D (point cloud/DEM),2.0,20.0,NA,PQ3Q9H6A.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LIDAR DTM,ALS-DEM,ALS,area-based,2.0,2.0,0.3,NA,NA,NA,NA,NA,2.5,NA,NA,4.33,RMSE,NA,"accuracy estimate for Z, not clear where it comes from",2.844
IUF52NSD,Livia,"Ayoub et al. 2009, ISPRS Journal of Photogrammetry and Remote Sensing (IUF52NSD)",2009,Ayoub et al.,Co-registration and correlation of aerial photographs for ground deformation measurements,ISPRS Journal of Photogrammetry and Remote Sensing,10.1016/j.isprsjprs.2009.03.005,34.18,34.23,116.31,116.25,100.0,California,"Two study sites in California, one in Landers and the other in Hector Mine. Area reported for Landers study site",Aerial,Application,Geomorphology,yes,Orthorectification of aerial images on two study sites for fault ruptures motion detection,NA,NA,IUF52NSD.2,2.0,Aerial,USA,unclear,USGS (United States Geological Survey),NA,NA,1995.0,1995.0,given,6100.0,NA,0.4,NA,14.0,μm,NA,NA,NA,NA,NA,yes,Photogrammetric,self,NA,yes,not specified,no,NA,NA,NA,NA,NA,orthorectification,NA,2D (orthophoto),1.0,NA,NA,IUF52NSD.2.1,DEM (SRTM1),DEM (SRTM1),area-based,NA,NA,16.0,20.0,NA,25.612,4,4.0,NA,NA,NA,2.4,NA,3.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orthorectifcation of a master images using GCPs extract from SRTM DEM and then orthorectify the slave images based on the master one,NA
IUF52NSD,Livia,"Ayoub et al. 2009, ISPRS Journal of Photogrammetry and Remote Sensing (IUF52NSD)",2009,Ayoub et al.,Co-registration and correlation of aerial photographs for ground deformation measurements,ISPRS Journal of Photogrammetry and Remote Sensing,10.1016/j.isprsjprs.2009.03.005,34.18,34.23,116.31,116.25,100.0,California,"Two study sites in California, one in Landers and the other in Hector Mine. Area reported for Landers study site",Aerial,Application,Geomorphology,yes,Orthorectification of aerial images on two study sites for fault ruptures motion detection,NA,NA,IUF52NSD.1,1.0,Aerial,USA,unclear,USGS (United States Geological Survey),NA,NA,1989.0,1989.0,given,6100.0,NA,0.4,NA,14.0,μm,NA,NA,NA,NA,NA,yes,Photogrammetric,self,NA,yes,not specified,no,NA,NA,NA,NA,NA,orthorectification,NA,2D (orthophoto),1.0,NA,NA,IUF52NSD.1.1,Orthoimages,DEM (SRTM1),area-based,NA,NA,16.0,NA,NA,27.713,4,4.0,NA,NA,NA,0.35,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orthorectifcation of a master images using GCPs extract from SRTM DEM and then orthorectify the slave images based on the master one,NA
IUF52NSD,Livia,"Ayoub et al. 2009, ISPRS Journal of Photogrammetry and Remote Sensing (IUF52NSD)",2009,Ayoub et al.,Co-registration and correlation of aerial photographs for ground deformation measurements,ISPRS Journal of Photogrammetry and Remote Sensing,10.1016/j.isprsjprs.2009.03.005,34.18,34.23,116.31,116.25,100.0,California,"Two study sites in California, one in Landers and the other in Hector Mine. Area reported for Landers study site",Aerial,Application,Geomorphology,yes,Orthorectification of aerial images on two study sites for fault ruptures motion detection,NA,NA,IUF52NSD.3,3.0,Aerial,USA,unclear,USGS (United States Geological Survey),NA,NA,2002.0,2002.0,given,6100.0,NA,0.4,NA,21.0,μm,NA,NA,NA,NA,NA,yes,Photogrammetric,self,NA,yes,not specified,no,NA,NA,NA,NA,NA,orthorectification,NA,2D (orthophoto),1.0,NA,NA,IUF52NSD.3.1,Orthoimages,DEM (SRTM1),area-based,NA,NA,16.0,NA,NA,27.713,4,4.0,NA,NA,NA,0.3,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orthorectifcation of a master images using GCPs extract from SRTM DEM and then orthorectify the slave images based on the master one,NA
L945V4QX,Livia,"Baily et al. 2003, Earth Surface Processes and Landforms (L945V4QX)",2003,Baily et al.,Comparative assessment of analytical and digital photogrammetric methods in the construction of DEMs of geomorphological forms,Earth Surface Processes and Landforms,10.1002/esp.481,50.691597,50.697401,-2.4807747,-2.461727,NA,UK,"Maiden Castle, Dorset, UK",Aerial,Processing,Methodology,yes,"stereo photogrammetry, not modern reprocessing",NA,NA,L945V4QX.1,1.0,Aerial,UK,unclear,University of Cambridge Committee for Aerial Photography (CCAP),NA,NA,1999.0,1999.0,given,NA,NA,NA,1:4000,20.0,μm,NA,NA,NA,NA,colour stereoscopic aerial photographs,yes,Photogrammetric,SocetSet,NA,not specified,not specified,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L945V4QX.1.1,dGPS,dGPS,point-based,NA,NA,0.015,0.01,NA,0.018,12,12.0,0.3,0.2,0.142,NA,NA,0.388,388,NA,NA,0.74,NA,NA,1.282,CPs,CPs,dGPS,point-based,NA,NA,0.015,0.01,NA,NA,NA,NA,0.74,NA,NA,1.282,Standard Deviation,NA,adaptive DEM extraction in SOCET SET,0.018
L945V4QX,Livia,"Baily et al. 2003, Earth Surface Processes and Landforms (L945V4QX)",2003,Baily et al.,Comparative assessment of analytical and digital photogrammetric methods in the construction of DEMs of geomorphological forms,Earth Surface Processes and Landforms,10.1002/esp.481,50.691597,50.697401,-2.4807747,-2.461727,NA,UK,"Maiden Castle, Dorset, UK",Aerial,Processing,Methodology,yes,"stereo photogrammetry, not modern reprocessing",NA,NA,L945V4QX.1,1.0,Aerial,UK,unclear,University of Cambridge Committee for Aerial Photography (CCAP),NA,NA,1999.0,1999.0,given,NA,NA,NA,1:4000,20.0,μm,NA,NA,NA,NA,colour stereoscopic aerial photographs,yes,Photogrammetric,SocetSet,NA,not specified,not specified,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L945V4QX.1.2,dGPS,dGPS,point-based,NA,NA,0.015,0.01,NA,0.018,12,12.0,0.3,0.2,0.142,NA,NA,0.388,388,NA,NA,8.96,NA,NA,15.519,CPs,CPs,dGPS,point-based,NA,NA,0.015,0.01,NA,NA,NA,NA,8.96,NA,NA,15.519,Standard Deviation,NA,automos DEM extraction in SOCET SET,0.018
